MANCODIGO,V_REF
"002521038",730000
"004637023",1970000
"007308003",2950000
"001431022",450000
"002616031",800000
"001309015",1000000
"001403029",860000
"201309017",12700
"002428013",630000
"002576056",700000
"005680002",2300000
"004554003",2500000
"009222015",950000
"005647070",3050000
"007402021",3600000
"009254001",1630000
"006508031",2800000
"002513021",1500000
"005106038",3900000
"002202051",2150000
"005631053",2850000
"005631063",2850000
"001427090",1350000
"002302009",2500000
"006523030",2600000
"004532025",2550000
"002511053",640000
"009267023",3075000
"009105014",3260000
"001348005",380000
"002503030",1650000
"005623066",2800000
"009108059",3060000
"003212007",930000
"004557037",2100000
"005609027",2900000
"008501050",2650000
"006516016",1540000
"006409046",2100000
"208125074",141200
"002643001",570000
"004204039",2800000
"004303011",2600000
"005614011",2950000
"009252073",1900000
"005680083",2700000
"002205054",1900000
"004555029",2800000
"205101031",610000
"004642073",1430000
"002103003",3450000
"004546011",2900000
"008407043",5300000
"003109009",4500000
"004620029",1900000
"001318003",410000
"009217018",795000
"006218009",2300000
"004637034",1970000
"008501040",4200000
"004545079",2000000
"005611048",2950000
"007101062",2800000
"004562067",1750000
"004206066",2800000
"006514052",2980000
"004567083",1700000
"001106009",1000000
"005650061",840000
"005630036",2850000
"009203041",2350000
"004407029",2650000
"005652039",2300000
"002614009",700000
"005649051",3050000
"205109028",1390000
"002552012",650000
"002526069",1400000
"005305012",2148338
"001104004",350000
"004510065",2700000
"004584092",2200000
"009130076",3200000
"002406020",2050000
"001431047",1350000
"004316011",1650000
"005405040",3650000
"006531006",2800000
"002524061",1400000
"004638003",1650000
"006301039",2360000
"002433008",2500000
"002209029",2150000
"002428004",630000
"002204033",1900000
"009226009",1850000
"002553082",650000
"009220004",2530000
"009108076",3060000
"005507043",3150000
"005680006",2300000
"009236071",2050000
"002620027",530000
"002546098",460000
"002433002",2425000
"001345026",320000
"009128015",3100000
"007101019",2950000
"005626009",2800000
"005205003",2800000
"001346007",141000
"009263080",1500000
"003202015",900000
"009222045",1950000
"007209011",3250000
"006502037",3000000
"008213030",4000000
"005647086",3050000
"006509011",2300000
"005654099",1368000
"005647026",3050000
"001357038",900000
"006502039",3000000
"009242007",1850000
"009257046",2280000
"004402023",2800000
"008411005",7300000
"002433031",1800000
"006502042",3400000
"003203041",1470000
"009233028",2145348
"005679058",2300000
"008540042",145600
"002509015",1350000
"004633050",1700000
"005403062",3220000
"008104013",1900000
"009101010",2840000
"002406055",2050000
"001408063",2575000
"009136008",590000
"004626006",1500000
"004614082",2000000
"005601045",3100000
"006410061",2000000
"002408008",2050000
"004208023",3100000
"004106025",2560000
"004567018",1700000
"005680030",2300000
"002422003",2100000
"006517013",1750000
"004514069",3200000
"005647090",3050000
"005679086",2550000
"009214049",1650000
"002504060",219000
"005680001",2248527
"002302007",2700000
"006301047",840000
"006301049",3000000
"006215015",2900000
"005629061",840000
"006202004",3200000
"004402017",2800000
"001304043",1400000
"002205065",1900000
"007403004",3450000
"004524047",1700000
"009250006",1800000
"005647012",2810000
"005502052",2900000
"009250008",1700000
"009250010",1700000
"004627027",1800000
"005639020",2650000
"001356052",137400
"004520088",1570000
"004553038",2050000
"004627045",1500000
"001201011",3000000
"006517017",1750000
"006502038",3800000
"006502034",3000000
"002428062",1300000
"002429065",1500000
"205109005",1388483
"002528059",1050000
"004534023",2000000
"006517002",1750000
"006517066",2150000
"008110020",39704
"004508004",2250000
"001355023",1260000
"006516026",1540000
"006516004",1540000
"005630046",2850000
"002310006",1900000
"005204040",3700000
"004405048",3200000
"005614033",3000000
"002442053",700000
"004533050",1800000
"009257042",2280000
"002101020",2560000
"009106046",3540000
"009254031",2300000
"002427009",1400000
"002505006",1400000
"004594015",1815000
"004210001",2800000
"009257090",2280000
"002621004",396233
"004597069",1600000
"009106052",3540000
"002435041",2700000
"004202018",2800000
"009102006",2840000
"001114002",2100000
"009213004",2650000
"008408032",5300000
"002530069",650000
"005202040",5000000
"002418055",2250000
"006410054",2000000
"002595093",500000
"009128014",3100000
"006302054",2800000
"005603004",2800000
"002107067",2650000
"004107056",2620000
"001425013",1400000
"205101026",610000
"001424023",1400000
"007103018",885000
"001313005",780000
"002428015",630000
"005680066",2700000
"004503014",2550000
"004511003",2550000
"004554004",2900000
"009255086",1630000
"005611022",2950000
"009233088",2650000
"004604004",1815000
"002407001",2050000
"009256043",1630000
"006523035",2600000
"009102040",3000000
"001102002",1250000
"006502031",3000000
"208125064",155600
"008412002",4850000
"002584003",650000
"002504046",730000
"001107052",1000000
"009235068",2350000
"001401036",2220000
"006405038",4000000
"004544012",1950000
"004304086",2600000
"002595021",500000
"008415034",4850000
"002406039",2050000
"005621061",2600000
"005606054",2900000
"004109033",2650000
"002507031",1300000
"004524029",1700000
"004510060",2700000
"006514094",2980000
"004553076",1700000
"001418023",1600000
"201408002",800000
"004623040",1300000
"009241013",2650000
"006420050",2100000
"002430080",1300000
"002430032",1400000
"001330058",1000000
"007303027",3400000
"002430063",1650000
"002541019",1550000
"002435048",2100000
"001312058",240000
"006420051",2100000
"004201011",2500000
"005614054",3000000
"002519043",1300000
"009241012",2650000
"002430052",1400000
"008418052",4850000
"002430055",1400000
"002437008",1400000
"005402013",3280000
"005116003",4400000
"002440021",12700
"002440063",334052
"002437004",1400000
"001312015",800000
"004107001",2620000
"005105004",3900000
"205101034",183000
"004553077",1700000
"005614049",3000000
"005105016",3900000
"005106016",3900000
"002414042",520000
"005106048",3900000
"002437001",1800000
"009120029",3000000
"008213017",4000000
"001313024",780000
"002403032",2500000
"009129034",2550000
"006519096",2770000
"009129044",2550000
"006525001",1758682
"001335035",320000
"002620026",530000
"009263049",2350000
"007203021",3400000
"006519085",2000000
"009129038",3200000
"005628092",2810000
"009129043",2550000
"009113050",440000
"009120070",2300000
"002102017",2560000
"009120022",3200000
"004551041",2600000
"007202006",3000000
"006514079",3150000
"007202019",3000000
"004107004",3320000
"002441086",570000
"007202001",3000000
"008515011",3600000
"006209019",3600000
"006514077",2500000
"007202010",3000000
"004551073",2600000
"008308017",6800000
"004107006",2620000
"007202005",3000000
"007202002",3000000
"004597046",1600000
"007202003",3000000
"002436041",1400000
"002510092",700000
"002436005",1400000
"002436030",1350000
"004539069",1430000
"002510095",700000
"002436040",1400000
"002436028",1400000
"002436064",1400000
"002434024",1400000
"205101032",150200
"002436036",1300000
"002436039",1400000
"002436006",1400000
"002436042",1400000
"002436034",1400000
"002508002",1300000
"002589049",700000
"002434022",1400000
"004505067",2700000
"005203012",3200000
"005203024",3200000
"002431051",700000
"004304072",2600000
"002409039",2150000
"007301019",3400000
"002607035",159000
"001345032",320000
"004637053",1850000
"008520013",155600
"008520014",155600
"008520017",1225000
"008520022",1013000
"008520026",900250
"008520027",1028983
"002611048",1050000
"002536035",1050000
"008515024",3600000
"009203087",2650000
"004527038",1600000
"008540022",160500
"004405007",3200000
"004405009",3200000
"004405013",3200000
"004405014",3200000
"004406014",3200000
"004406015",3200000
"004406018",3200000
"004406021",3200000
"006402053",2100000
"001209007",2350000
"004402013",2800000
"001310013",1070000
"001325034",430000
"001310017",1520000
"004405017",3450000
"004405018",3450000
"004304016",2600000
"009267049",3000000
"004405019",3450000
"002533002",1350000
"009256027",1630000
"001424037",1400000
"008519036",2800000
"205322019",281453
"002587039",460000
"002510057",250000
"009214003",1800000
"008310010",12800000
"006502019",3000000
"004524084",1700000
"009220016",759000
"009106076",2850000
"009231017",1000000
"001325051",430000
"004524040",3280000
"006517027",1750000
"004561019",1430000
"004561021",1430000
"007202023",3000000
"004637001",1850000
"004561051",1430000
"009223012",2420000
"004527050",1600000
"004561018",1800000
"004561046",1430000
"002101011",2560000
"004561055",1430000
"004561020",1430000
"004527053",2900000
"007202021",3000000
"002510093",700000
"004527049",1700000
"007202022",3000000
"002445070",580000
"004524031",2100000
"004561049",1430000
"005403020",3220000
"005403022",3220000
"005403008",2700000
"004504095",810000
"005403034",3000000
"004104015",2900000
"002434014",1400000
"007202039",3250000
"005403016",3500000
"005403040",3220000
"005403026",2965000
"006534015",789000
"007202031",3250000
"007202030",3000000
"205320031",255000
"005403017",3500000
"006418018",1104000
"004104020",3000000
"005403029",3000000
"007105004",2800000
"002527022",960000
"005621016",2600000
"009130050",3200000
"001324098",780000
"009230025",1870000
"007105019",2950000
"007105015",2950000
"007105016",2800000
"002510091",700000
"003209034",171162
"004505032",690000
"006302004",2800000
"009117009",2900000
"007105020",4200000
"002594088",700000
"007105008",2950000
"004527046",1600000
"002430081",832887
"005307073",4860000
"004403003",2600000
"004403018",4600000
"004413004",2600000
"002538090",700000
"004403069",2600000
"004403056",2600000
"004527051",1600000
"004527047",1600000
"002411033",2000000
"004403033",2600000
"004527052",1600000
"001347018",380000
"004527054",1600000
"002556007",700000
"205319023",1400000
"006509003",840000
"004204014",2800000
"006512023",1574939
"006509023",2300000
"006517003",1750000
"009256020",1630000
"006533004",2500000
"004210050",2800000
"004210041",2800000
"004407022",2650000
"006203007",2000000
"004107013",2620000
"005505025",2900000
"008506009",2800000
"004412030",3100000
"205101020",32000
"006517068",2150000
"006409035",2100000
"002565070",715000
"002430086",1400000
"004403059",2600000
"002430068",1178040
"002565080",650000
"002430088",1300000
"002569085",127589
"002570085",780000
"002430085",1400000
"004561047",1430000
"002430040",1400000
"205101004",136500
"002430084",1400000
"004561048",1430000
"002431043",580000
"002430083",1400000
"002565081",650000
"002430067",1400000
"002430059",1300000
"204107012",123400
"009102032",2840000
"009102010",3110000
"002402026",2050000
"009102071",2840000
"004641002",1430000
"002102062",2560000
"002605024",530000
"001113033",203317
"009102009",2840000
"002431025",580000
"002412070",1300000
"009102002",2840000
"009102088",2840000
"009102068",3110000
"008407038",4750000
"001312064",900000
"001307021",800000
"002445058",580000
"002102060",2560000
"007101018",2950000
"002565071",715000
"007101034",2950000
"002103071",1982286
"002507032",1300000
"007208018",3250000
"002565074",780000
"002565086",198000
"007208002",3250000
"002552007",650000
"007101024",2950000
"004589031",1815000
"002552002",650000
"002441063",600000
"009124026",3060000
"002552001",650000
"001307022",900000
"007101007",2950000
"002565072",780000
"004306019",3300000
"005668067",1800000
"008314026",8000000
"002411009",2000000
"004206050",2800000
"007208022",3000000
"001319007",137400
"009104025",3240000
"009105001",3150000
"008314021",6300000
"008520007",1335000
"007208020",3000000
"002552032",20993
"001102024",1250000
"009103002",2975000
"002517092",1000000
"001311015",1000000
"009222046",390855
"008520009",1068000
"008314018",6300000
"008407050",4150000
"001319002",780000
"001319019",780000
"001319022",780000
"006108012",3200000
"001319031",780000
"001311016",1330000
"001319040",780000
"006110001",1380000
"006108016",3200000
"001311024",1000000
"001311021",1000000
"001319024",780000
"001314041",1000000
"001319035",1330000
"006108017",3200000
"001319023",1330000
"006110014",1380000
"001319021",780000
"001319064",780000
"004601077",2400000
"008110032",800000
"009250014",1700000
"009250016",1373333
"009250018",1700000
"004621082",136500
"004620047",1900000
"004620048",1900000
"004507037",2300000
"004507038",2300000
"006312025",2800000
"004108036",2620000
"008402006",4676715
"009108040",3060000
"005623036",2800000
"005628055",2810000
"006507013",2800000
"004620039",1900000
"002513084",1500000
"008205007",3800000
"003208005",650000
"008108006",6000000
"009105040",3150000
"005621044",2700000
"007106011",3050000
"005621073",3200000
"002539084",650000
"007106002",3050000
"009105006",3150000
"003208003",650000
"005621072",3200000
"008515003",3600000
"009105029",3150000
"009122003",2600000
"003208002",650000
"004404001",2600000
"003208001",650000
"009105042",3150000
"009105055",3150000
"009105037",2950000
"001319072",780000
"005621033",2600000
"008406029",4750000
"002428008",630000
"002420006",2700000
"001356003",137400
"001319080",780000
"001356069",676470
"004637007",3550000
"001356070",780000
"005621069",2700000
"005621028",2600000
"001319012",780000
"001319071",780000
"002420001",2700000
"002420021",2700000
"002420010",2700000
"002428058",630000
"002618030",800000
"001315035",780000
"002445030",580000
"001315051",1330000
"002617011",530000
"001319003",780000
"002617097",159000
"001319073",780000
"009214047",260000
"001315045",780000
"001315046",780000
"009206057",3000000
"001319067",780000
"002618066",800000
"002581052",460000
"006103037",2200000
"001319011",2580000
"008417046",4850000
"005625054",2750000
"005621050",2700000
"005621058",2600000
"005621059",2600000
"005625014",2600000
"006103056",2200000
"005625013",780000
"002617012",530000
"005621057",2600000
"005621056",2600000
"006103050",2200000
"005621041",2700000
"005621064",2600000
"005621045",2700000
"005621051",780000
"005621063",2600000
"001315047",780000
"005625046",3200000
"001319045",780000
"001319030",780000
"001319037",780000
"008407045",4150000
"007102014",2950000
"001319027",780000
"005625023",2900000
"007102019",2800000
"002420033",2600000
"002420031",2700000
"007102015",2950000
"002420030",2700000
"001319074",780000
"007102016",2950000
"005621062",2600000
"001319075",780000
"002428002",630000
"005621055",2650000
"002432085",780000
"007102010",2875000
"002436022",1400000
"006515062",2700000
"002436027",1400000
"008543023",145600
"002558044",650000
"004513034",641536
"002558043",497898
"002594074",700000
"002558053",650000
"002565019",650000
"006418011",2100000
"002558045",650000
"004513030",1100000
"004513050",1100000
"007101039",2800000
"006414014",841000
"007101066",2800000
"006414041",645000
"007101044",2950000
"002594001",700000
"007101059",2800000
"002205057",1900000
"005621054",2650000
"002403019",2200000
"202506034",91200
"005625022",2900000
"009226002",1850000
"005625047",2600000
"005625001",2600000
"007101052",2950000
"004642023",1430000
"007101060",2950000
"007101061",2800000
"005625002",2600000
"005625004",2600000
"007101051",2800000
"002507015",1300000
"008407046",4150000
"008407020",4928745
"005625012",2600000
"001310049",1520000
"008407022",2335853
"001310041",1070000
"005625052",2900000
"005625029",2600000
"002460064",1300000
"001310004",1070000
"001204065",2500000
"002426002",520000
"008407018",4150000
"001310014",1070000
"002460065",1300000
"002307012",1900000
"001310005",1070000
"002561017",460000
"004206009",2800000
"006101019",3200000
"008109003",2850000
"004595013",1815000
"001357005",1000000
"003208006",650000
"008109004",2050000
"003208008",650000
"001304057",1400000
"006110013",2300000
"001402001",2220000
"002589054",700000
"006101006",3200000
"006101009",3000000
"004595006",1815000
"008108013",3600000
"004211004",3000000
"006101003",3000000
"006108021",3200000
"009102011",3000000
"002204020",2350000
"004404009",2800000
"001310032",1070000
"002204029",2350000
"005510001",2900000
"005621067",2600000
"002630020",530000
"001410034",1750000
"001410044",1900000
"001410042",1600000
"007209035",3000000
"001310028",640000
"001410032",1600000
"001410040",1600000
"005621049",2700000
"005625028",2600000
"001410043",1600000
"204128020",27100
"005650002",2800000
"005650003",2800000
"001408048",2650000
"004558002",2100000
"004532011",2550000
"004552017",1700000
"009117043",3500000
"001303022",1400000
"001337026",178500
"002521005",570000
"005631067",2850000
"009250054",1700000
"003211004",930000
"004407032",2650000
"009228088",2800000
"001312043",800000
"008512025",3300000
"009120052",1500000
"004524041",2490000
"004205023",2800000
"005204045",3700000
"009226057",1850000
"002456076",650000
"001310040",1070000
"002203035",2350000
"002456060",395000
"005101023",3000000
"005101032",3000000
"002203034",2350000
"008507028",2800000
"005101040",3000000
"005113001",4500000
"005101039",1170000
"005204050",3700000
"004205035",3100000
"005101022",3000000
"004205018",2800000
"009226036",1850000
"002203036",2350000
"009226021",1850000
"009106086",2850000
"001330010",1000000
"006523040",780000
"001315036",780000
"009226032",1850000
"001331008",510000
"006523034",2600000
"007308004",3150000
"001410009",1900000
"001315016",780000
"007201019",900000
"002102045",2560000
"009239001",310814
"002406031",2050000
"002595098",467530
"005113004",3200000
"002102053",2600000
"001348028",380000
"005113003",3200000
"002619084",150000
"002407026",2050000
"002420002",2700000
"002420005",2700000
"001319052",780000
"002420003",2700000
"004510026",2700000
"001319051",780000
"002420027",810000
"002102056",2600000
"001319084",780000
"001319090",780000
"001319016",780000
"001319018",780000
"002102057",2560000
"002436003",1400000
"002503020",1650000
"002102055",3320000
"002619045",500000
"002561018",460000
"001342099",620000
"005617049",1800000
"001315001",780000
"008514001",4100000
"001317001",510000
"008520088",141200
"001315030",780000
"001412041",1600000
"001317014",510000
"001412030",1600000
"001412001",1600000
"001412031",1600000
"001315025",780000
"001314013",1000000
"001314014",1000000
"005617041",3000000
"001315095",1330000
"001315007",780000
"001315052",780000
"006108007",3200000
"005105015",3900000
"006108001",3000000
"006108006",3200000
"006103071",2200000
"006108005",3200000
"001335059",320000
"006103070",2700000
"004628016",1815000
"008418033",4770107
"005617073",900000
"002537063",1600000
"006103062",2200000
"002445068",580000
"004580076",2157500
"002601019",360000
"004580019",720000
"006101004",2400000
"006108011",3200000
"006108010",3200000
"006201003",3780000
"002420039",2700000
"005616004",2650000
"004607027",2100000
"001408012",1200000
"003212013",1100000
"001340096",320000
"006201021",3780000
"006201035",3780000
"002456059",650000
"008520055",141200
"009258010",1800000
"002456017",650000
"003205014",1300000
"006201026",4000000
"002456019",195000
"002420038",2700000
"001408021",1200000
"005668070",1900000
"008520056",141200
"002595052",500000
"009240093",3500000
"002304011",2350000
"004212024",2300000
"002565010",650000
"002553011",195000
"009231077",1000000
"008521039",2200000
"006201032",4000000
"008416011",4850000
"002595053",494603
"004540041",2000000
"005504006",2900000
"005504009",870000
"001403014",1400000
"002578086",460000
"002607017",530000
"009108083",3230000
"006201027",4000000
"006201017",3890000
"001301018",1400000
"001301021",420000
"002520084",390000
"002430056",1650000
"001306006",1000000
"004519025",2132500
"006406026",2300000
"002430065",1400000
"006406023",2300000
"001304039",1400000
"001301054",1400000
"001304040",1400000
"009258019",1865000
"002559037",460000
"005604026",3000000
"001301040",1400000
"005308043",4200000
"002430054",1400000
"004519095",510000
"009258017",1800000
"006509005",2300000
"006509010",2300000
"006509021",1638748
"208125054",141200
"208126053",141200
"009129032",2550000
"009129029",2550000
"006407009",2400000
"009258003",1800000
"208107007",134000
"006509019",2300000
"001410001",1600000
"006407012",2400000
"002202052",2150000
"002202067",2350000
"001409073",1400000
"001409005",1400000
"001406012",1800000
"001409011",1400000
"002202076",2150000
"001406015",1800000
"002202078",2150000
"002616090",800000
"001410016",1600000
"001410011",1600000
"002589005",490000
"002589006",950000
"002202066",2150000
"002202064",1027500
"001410015",1600000
"002202065",2150000
"001410007",1600000
"002559061",460000
"007208016",3000000
"002608012",530000
"005647021",3450000
"007405019",3400000
"002310014",1900000
"007208012",3250000
"007208023",3000000
"007306012",2650000
"007306013",2650000
"007306016",2650000
"007209040",3000000
"007209041",3000000
"007310002",4400000
"004510034",4500000
"004510035",3750000
"005675042",2700000
"006414038",980000
"006401056",2200000
"006516089",1540000
"004510029",2750000
"009120028",3000000
"001430002",2500000
"009129028",2550000
"001409099",1400000
"009129027",3200000
"001430031",750000
"009120032",3000000
"009120033",3000000
"001430004",2500000
"001430035",2500000
"009129031",2550000
"009129030",2550000
"009120071",2300000
"009129033",2550000
"009120030",3000000
"001430005",2500000
"009129025",3200000
"001424003",1400000
"001430001",2500000
"001430003",2500000
"009129046",2550000
"004210032",2800000
"004210003",2800000
"208126033",141200
"008540039",160500
"008535074",160500
"004210043",2800000
"009211072",2350000
"005660091",2640000
"009136003",211000
"009129035",2550000
"008540038",160500
"004210044",2800000
"005648033",2810000
"004210008",2800000
"208126028",27300
"008535090",1700000
"001409098",1200000
"009231079",682801
"006404077",1700000
"009265004",1000000
"009231028",1000000
"001111006",2100000
"001430082",2500000
"009231023",1000000
"008535075",846194
"001430080",750000
"009214018",1000000
"009231044",1000000
"002589039",490000
"001430038",2500000
"001430083",2500000
"009265007",730000
"009231018",1000000
"009231041",1000000
"009120031",3200000
"001409084",1400000
"001357012",1000000
"005401040",3245000
"005401034",2900000
"009111062",157200
"005401020",3245000
"005401031",2900000
"001407003",1400000
"001430091",2500000
"001430090",2500000
"001430089",2500000
"001430084",2500000
"009129045",2550000
"009129026",2550000
"005401051",3245000
"001430085",2500000
"005401064",2900000
"009231035",600000
"002436056",1400000
"006209014",3700000
"006209072",1080000
"005616027",2950000
"009231027",1000000
"008408002",5300000
"006208020",3900000
"005616020",2650000
"005616067",2650000
"005616028",2950000
"009231032",600000
"009231043",1000000
"005616018",2650000
"009231019",1000000
"001328050",630000
"009231024",1000000
"005616019",2650000
"006209006",4200000
"001357002",1000000
"009207040",2790000
"002566049",700000
"009231026",1000000
"001409091",1400000
"001409010",1400000
"001409090",1400000
"001409083",1400000
"001409012",420000
"006301063",4000000
"005401061",1500000
"009231042",1000000
"001302024",1400000
"009231016",1000000
"002570012",94626
"004304011",2600000
"006404029",1700000
"006404024",1624534
"004304012",2600000
"002430041",1800000
"006403074",2150000
"009202018",1870000
"002606016",530000
"008537009",3000000
"008537075",3000000
"008537002",2700000
"008537001",2700000
"004533048",1800000
"005623013",2800000
"006206009",2500000
"006402055",2100000
"006405030",2300000
"005623080",2800000
"009202071",1870000
"006405065",2300000
"002434038",1400000
"006405097",2800000
"006406031",2300000
"002606029",530000
"002616043",800000
"002606001",447170
"002606021",530000
"007310008",4400000
"002506007",1050000
"001340001",320000
"005680085",2700000
"208203054",160500
"006208015",3900000
"208203055",160500
"001108070",1000000
"004603013",2100000
"004637054",1850000
"002102001",2218000
"001340005",320000
"009118015",2760000
"001414008",1900000
"006312074",2800000
"001108014",1000000
"006201053",3780000
"002102049",2520000
"002620015",530000
"005105005",3900000
"002620023",530000
"001423031",1100000
"001340073",320000
"002584076",400000
"008533045",2000000
"005105006",3900000
"005106045",3900000
"008521044",2200000
"205101035",217250
"008533001",1600000
"008520052",141200
"005106046",3900000
"001423086",330000
"005106044",3900000
"002580020",460000
"002584008",650000
"004209026",3200000
"009106073",2850000
"002102067",2560000
"008533042",1000000
"002617025",530000
"002565031",650000
"005106033",3900000
"002559010",460000
"005650032",2800000
"005664001",673902
"009116048",2900000
"005105003",3900000
"002582019",460000
"002102051",2520000
"009116024",2795467
"002617024",530000
"001401044",2350000
"004209025",870000
"002301031",2700000
"006212007",2950000
"002418074",2500000
"001354012",1260000
"002506065",1400000
"005652001",2550000
"005652002",2300000
"005406046",3300000
"006404028",1700000
"006504055",2800000
"006410021",600000
"008521002",2200000
"004403072",2600000
"004303015",2600000
"004556050",2100000
"004534065",2000000
"002536074",349435
"002537014",1600000
"002560092",650000
"009120050",2300000
"002528079",315000
"002528012",1600000
"005610020",2900000
"005610014",2700000
"005610017",2700000
"002553027",650000
"002528074",1225000
"005610021",2600000
"006409093",2100000
"002528075",1050000
"002528013",2300000
"005610018",2900000
"002528078",1050000
"008107017",3500000
"002540084",570000
"002528007",1050000
"002540095",570000
"005610015",780000
"006532004",1760000
"002527009",1050000
"009116047",2900000
"004534082",705000
"007207013",3400000
"002578067",460000
"002574002",650000
"009112062",2200000
"005404027",2900000
"009112040",2200000
"002574003",650000
"002506028",1400000
"004536049",2000000
"009249007",2200000
"009116051",2630000
"004103010",4600000
"009116030",2900000
"004536008",2550000
"008519035",4000000
"002577087",840000
"002615071",700000
"009116058",2630000
"009116033",2630000
"001102033",1250000
"009116025",2900000
"006308019",1400000
"001102010",1250000
"008111004",3600000
"006307008",1400000
"005679046",2550000
"009116064",3600000
"006308027",2300000
"005663011",3050000
"009116031",3600000
"001356040",780000
"001337010",260000
"001305070",1300000
"009209068",2770000
"001337099",12700
"009139001",330000
"009204079",2420000
"004597002",1600000
"004534090",600000
"002589061",700000
"004532046",2550000
"002527027",1050000
"009212086",900000
"002528022",1050000
"009212047",1800000
"009212071",1850000
"002524028",1050000
"004534086",2000000
"002528025",1050000
"002524025",1050000
"002527008",1050000
"005406073",3650000
"004532047",2000000
"009204026",2420000
"007403001",3450000
"002551003",290000
"006420079",2100000
"006308022",2300000
"001355064",380000
"006308015",2300000
"008110009",850000
"006308016",2300000
"002431022",580000
"008110040",468000
"001347061",380000
"006308026",2300000
"008110038",468000
"008110039",797960
"008307004",7400000
"006307019",2300000
"001355072",1260000
"004620078",2100000
"006308018",840000
"009210038",2950000
"006307007",2300000
"006525029",1310000
"205402013",141228
"002590026",193500
"002431021",580000
"002520054",1300000
"002589062",700000
"002411043",2200000
"008535058",880000
"003209011",500000
"005606066",2900000
"007401015",3250000
"002520018",1300000
"002520052",1300000
"007401030",3450000
"007401042",3964709
"002580003",460000
"001305013",1200000
"007208017",3000000
"002520006",1013135
"004557058",1740000
"002573018",231994
"002557061",1700000
"002573004",390000
"002460088",259573
"002557076",1700000
"002573017",390000
"002575001",51475
"008543033",145600
"001303040",1400000
"002573005",390000
"002573088",1300000
"002573007",1300000
"006215019",3200000
"002573090",1300000
"008543027",145600
"007310016",4400000
"002573006",390000
"002589021",208510
"008537006",3175000
"009220045",2530000
"005668063",1700000
"005604014",2950000
"001336081",320000
"006302055",2800000
"001303006",1400000
"004401002",2800000
"002437091",1400000
"002411061",2000000
"001328034",1140000
"002103005",3450000
"006405003",2300000
"001336080",417124
"008417050",4850000
"001347057",380000
"008301034",7800000
"009220047",2530000
"001336006",320000
"002573089",1300000
"008535035",1700000
"005306015",3790000
"008535037",880000
"003209026",500000
"008535095",880000
"008535017",880000
"002441085",570000
"002508006",1300000
"004206030",2800000
"005306003",3790000
"005680005",2300000
"002557003",1700000
"005306004",3790000
"004602088",1100000
"003208071",650000
"004625088",1100000
"005111041",3360000
"008535018",880000
"002571036",850000
"002209085",2150000
"009201002",1000000
"001101002",1100000
"001401051",2350000
"001101001",1200000
"002590037",400000
"002590032",400000
"006218018",2300000
"006215006",1400000
"002437063",1400000
"005660056",2640000
"007203002",3550000
"006215055",1800000
"002431004",580000
"009201003",1000000
"005660092",2640000
"001103018",1250000
"008540018",160500
"006215001",2900000
"005675064",2300000
"004545013",2000000
"006215012",3200000
"008418049",4850000
"009101001",3000000
"004407003",2650000
"002552090",650000
"004507040",2300000
"002510032",700000
"007104026",3350000
"003110005",4260405
"005625056",780000
"004106020",2600000
"005629010",2800000
"002209087",705000
"002441040",126600
"005307003",2850000
"007406027",3600000
"005626089",1422900
"004638005",1650000
"006516024",1540000
"005310002",1339230
"004519039",1815000
"008220085",143400
"003202025",900000
"009213021",2650000
"003202033",900000
"005306007",3790000
"005306002",3790000
"002580044",449665
"008220063",920000
"009210066",2650000
"008220062",920000
"004103002",3400000
"008401038",5300000
"002307013",1900000
"004103001",5300000
"004539084",1430000
"001101013",1100000
"002595075",500000
"002411060",1397636
"006503019",3200000
"006503002",3200000
"006503015",2980000
"006503013",3090000
"006503008",2980000
"006503014",3200000
"006103014",2200000
"005668007",1850000
"008401049",4750000
"006503006",2980000
"006503016",2980000
"005668009",1700000
"002445061",580000
"002422020",1199862
"005668010",1700000
"002411047",2000000
"004553039",2050000
"005668008",1677554
"002429040",1500000
"001331063",510000
"004516008",2200000
"005510011",2900000
"002429045",1500000
"009136036",580000
"005667050",2640000
"002619038",500000
"006516023",1540000
"202506032",102300
"002507046",1300000
"009222035",870714
"002519099",1300000
"002617029",530000
"001331064",510000
"006409080",2100000
"001102045",1250000
"001331062",510000
"002613001",800000
"002577095",640000
"002456015",1340000
"002519039",1300000
"002518001",1400000
"005308051",4200000
"002456090",650000
"006503033",840000
"004642022",1430000
"002456098",650000
"002456056",650000
"002518004",1400000
"002599019",610000
"006527045",1000000
"004539082",1430000
"008519044",2800000
"009102087",2840000
"002553051",780000
"002578056",460000
"008208026",3800000
"002308013",2300000
"008412064",1455000
"008111001",3900000
"004553045",2050000
"004550040",1700000
"006406009",2500000
"008208008",4160000
"002621001",530000
"008111006",3750000
"002578059",460000
"005665088",2640000
"002615010",700000
"008412027",8100000
"003208080",650000
"006414032",980000
"009221013",2420000
"001102022",1250000
"003212036",715000
"008517013",3150000
"004642032",194750
"002578057",460000
"008519050",2800000
"004587002",1020000
"004642031",345000
"008516039",3096451
"009254024",1630000
"009256074",1630000
"008519048",2800000
"001304064",1400000
"008519032",2900000
"008519049",840000
"004642030",345000
"008519045",2800000
"008519061",2800000
"002547097",650000
"008530021",1740000
"008530032",1740000
"002578060",460000
"005619057",2600000
"002433063",800000
"002590012",400000
"002617051",530000
"009207078",2420000
"005619012",2600000
"001320025",780000
"002565039",650000
"004524023",1700000
"007202044",3250000
